Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,OpenPorchSF,MoSold,MSZoning_RL,Neighborhood_Crawfor,MasVnrArea_209.0,MasVnrArea_428.0,SalePrice
1133,90.0,9900.0,6.0,4.0,1880.0,1950.0,2.0,3.0,3.0,2.0,1.0,0.0,1008.0,1.0,1178.0,1032.0,2210.0,1.0,0.0,0.0,2.0,1930.0,1.0,1.0,205.0,48.0,5.0,0.0,0.0,0.0,0.0,117500
1134,80.0,9828.0,8.0,5.0,1995.0,1995.0,3.0,4.0,3.0,1.0,6.0,584.0,1128.0,1.0,1142.0,878.0,2020.0,3.0,1.0,3.0,5.0,1995.0,2.0,2.0,466.0,155.0,6.0,1.0,0.0,0.0,0.0,239500
1135,57.0,8773.0,6.0,5.0,1997.0,1997.0,2.0,4.0,3.0,3.0,1.0,0.0,916.0,1.0,916.0,684.0,1600.0,2.0,1.0,3.0,5.0,1997.0,3.0,2.0,460.0,38.0,8.0,1.0,0.0,0.0,0.0,169000
1136,60.0,6180.0,6.0,5.0,1926.0,1950.0,2.0,3.0,3.0,1.0,1.0,0.0,960.0,0.0,986.0,0.0,986.0,2.0,1.0,4.0,2.0,1926.0,1.0,1.0,180.0,128.0,5.0,0.0,0.0,0.0,0.0,102000
1137,80.0,9600.0,6.0,5.0,1950.0,1950.0,2.0,3.0,3.0,1.0,4.0,280.0,1032.0,1.0,1032.0,220.0,1252.0,2.0,0.0,0.0,5.0,1950.0,1.0,1.0,288.0,0.0,4.0,1.0,0.0,0.0,0.0,119000
1138,54.0,6342.0,5.0,8.0,1875.0,1996.0,2.0,3.0,3.0,1.0,1.0,0.0,780.0,0.0,780.0,240.0,1020.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,94000
1139,0.0,9819.0,6.0,5.0,1977.0,1977.0,2.0,3.0,3.0,4.0,5.0,1567.0,1567.0,1.0,1567.0,0.0,1567.0,3.0,2.0,3.0,5.0,1977.0,2.0,2.0,714.0,32.0,5.0,1.0,0.0,0.0,0.0,196000
1140,98.0,8731.0,5.0,5.0,1920.0,1950.0,2.0,3.0,3.0,1.0,4.0,645.0,915.0,1.0,1167.0,0.0,1167.0,2.0,1.0,4.0,2.0,1972.0,1.0,2.0,495.0,0.0,5.0,1.0,0.0,0.0,0.0,144000
1141,60.0,7350.0,5.0,7.0,1951.0,1951.0,2.0,3.0,3.0,2.0,5.0,852.0,952.0,1.0,952.0,0.0,952.0,2.0,0.0,0.0,2.0,1988.0,1.0,2.0,840.0,0.0,6.0,1.0,0.0,0.0,0.0,139000
1142,0.0,10304.0,5.0,7.0,1976.0,1976.0,2.0,3.0,3.0,1.0,5.0,381.0,780.0,1.0,1088.0,780.0,1868.0,3.0,1.0,3.0,5.0,1976.0,1.0,2.0,484.0,96.0,10.0,1.0,0.0,0.0,0.0,197500
1143,77.0,9965.0,8.0,5.0,2006.0,2007.0,3.0,5.0,3.0,4.0,6.0,1150.0,1466.0,1.0,1466.0,1362.0,2828.0,3.0,1.0,3.0,6.0,2006.0,2.0,3.0,1052.0,144.0,4.0,1.0,0.0,0.0,0.0,424870
1144,0.0,9000.0,5.0,3.0,1959.0,1959.0,2.0,3.0,3.0,1.0,6.0,288.0,1006.0,1.0,1006.0,0.0,1006.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,7.0,1.0,0.0,0.0,0.0,80000
1145,60.0,12180.0,4.0,4.0,1941.0,1950.0,2.0,4.0,3.0,1.0,4.0,348.0,672.0,0.0,672.0,252.0,924.0,1.0,0.0,0.0,2.0,1941.0,1.0,1.0,280.0,0.0,7.0,1.0,0.0,0.0,0.0,80000
1146,52.0,6240.0,5.0,6.0,1928.0,1950.0,2.0,3.0,3.0,1.0,1.0,0.0,1042.0,1.0,1042.0,534.0,1576.0,2.0,1.0,4.0,2.0,1928.0,1.0,1.0,225.0,0.0,8.0,0.0,0.0,0.0,0.0,149000
1147,0.0,11200.0,6.0,5.0,1985.0,1985.0,3.0,4.0,3.0,1.0,6.0,1258.0,1298.0,1.0,1298.0,0.0,1298.0,3.0,1.0,3.0,5.0,1985.0,1.0,2.0,403.0,26.0,5.0,1.0,0.0,0.0,0.0,180000
1148,75.0,12000.0,7.0,7.0,1941.0,1950.0,2.0,3.0,3.0,1.0,3.0,275.0,704.0,1.0,860.0,704.0,1564.0,1.0,1.0,4.0,5.0,1941.0,1.0,1.0,234.0,0.0,7.0,1.0,1.0,0.0,0.0,174500
1149,0.0,5700.0,7.0,7.0,1926.0,1950.0,2.0,3.0,3.0,1.0,1.0,0.0,572.0,1.0,572.0,539.0,1111.0,2.0,1.0,4.0,2.0,1982.0,1.0,1.0,288.0,0.0,8.0,0.0,0.0,0.0,0.0,116900
1150,50.0,9000.0,7.0,9.0,1920.0,1988.0,2.0,3.0,3.0,1.0,5.0,624.0,650.0,1.0,832.0,650.0,1482.0,2.0,0.0,0.0,2.0,1930.0,1.0,2.0,324.0,0.0,7.0,0.0,0.0,0.0,0.0,143000
1151,57.0,8280.0,6.0,5.0,1950.0,1950.0,2.0,3.0,3.0,1.0,1.0,0.0,932.0,1.0,932.0,0.0,932.0,3.0,1.0,4.0,5.0,1950.0,1.0,1.0,306.0,0.0,11.0,1.0,0.0,0.0,0.0,124000
1152,134.0,17755.0,5.0,4.0,1959.0,1959.0,2.0,3.0,3.0,1.0,4.0,176.0,1466.0,1.0,1466.0,0.0,1466.0,1.0,2.0,4.0,5.0,1959.0,3.0,2.0,528.0,140.0,11.0,1.0,0.0,0.0,0.0,149900
1153,90.0,14115.0,6.0,7.0,1956.0,2004.0,2.0,3.0,3.0,1.0,5.0,296.0,1073.0,1.0,1811.0,0.0,1811.0,4.0,1.0,4.0,5.0,1956.0,3.0,2.0,470.0,0.0,7.0,1.0,1.0,0.0,0.0,230000
1154,0.0,5890.0,6.0,8.0,1930.0,2007.0,3.0,3.0,3.0,3.0,5.0,538.0,816.0,1.0,816.0,0.0,816.0,2.0,0.0,0.0,2.0,2002.0,1.0,1.0,432.0,0.0,6.0,0.0,0.0,0.0,0.0,120500
1155,0.0,13700.0,7.0,6.0,1965.0,1988.0,2.0,3.0,3.0,4.0,5.0,454.0,864.0,1.0,902.0,918.0,1820.0,3.0,2.0,4.0,5.0,1965.0,1.0,2.0,492.0,84.0,5.0,1.0,0.0,0.0,0.0,201800
1156,90.0,10768.0,5.0,8.0,1976.0,2004.0,3.0,4.0,3.0,4.0,5.0,1157.0,1437.0,1.0,1437.0,0.0,1437.0,3.0,1.0,2.0,5.0,1976.0,2.0,2.0,528.0,21.0,7.0,1.0,0.0,0.0,0.0,218000
1157,85.0,9350.0,5.0,8.0,1965.0,1999.0,2.0,3.0,3.0,4.0,5.0,633.0,1219.0,1.0,1265.0,0.0,1265.0,3.0,1.0,4.0,5.0,1965.0,2.0,2.0,502.0,92.0,10.0,1.0,0.0,0.0,0.0,179900
1158,34.0,5001.0,7.0,5.0,2007.0,2008.0,3.0,4.0,3.0,1.0,6.0,904.0,1314.0,1.0,1314.0,0.0,1314.0,3.0,1.0,4.0,5.0,2008.0,2.0,2.0,626.0,62.0,7.0,1.0,0.0,0.0,0.0,230000
1159,92.0,11932.0,8.0,5.0,2007.0,2008.0,3.0,4.0,3.0,1.0,1.0,0.0,1580.0,1.0,1580.0,0.0,1580.0,3.0,0.0,0.0,5.0,2008.0,2.0,3.0,830.0,24.0,6.0,1.0,0.0,0.0,0.0,235128
1160,76.0,9120.0,6.0,6.0,1974.0,1974.0,3.0,3.0,3.0,1.0,5.0,442.0,901.0,1.0,943.0,933.0,1876.0,3.0,1.0,3.0,5.0,1974.0,2.0,2.0,540.0,69.0,7.0,1.0,0.0,0.0,0.0,185000
1161,24.0,2280.0,6.0,5.0,1978.0,1978.0,2.0,4.0,3.0,1.0,5.0,311.0,855.0,1.0,855.0,601.0,1456.0,2.0,1.0,3.0,5.0,1978.0,1.0,2.0,440.0,0.0,7.0,1.0,0.0,0.0,0.0,146000
1162,0.0,14778.0,6.0,7.0,1954.0,2006.0,3.0,3.0,3.0,1.0,4.0,728.0,1296.0,1.0,1640.0,0.0,1640.0,3.0,1.0,4.0,2.0,1993.0,1.0,2.0,924.0,0.0,11.0,1.0,1.0,0.0,0.0,224000
1163,109.0,8724.0,5.0,5.0,1968.0,1968.0,2.0,4.0,3.0,1.0,4.0,492.0,894.0,1.0,894.0,0.0,894.0,2.0,1.0,1.0,5.0,1968.0,3.0,2.0,450.0,0.0,5.0,1.0,0.0,0.0,0.0,129000
1164,60.0,12900.0,4.0,4.0,1969.0,1969.0,2.0,4.0,3.0,3.0,6.0,1198.0,1198.0,1.0,1258.0,0.0,1258.0,2.0,0.0,0.0,1.0,1969.0,1.0,2.0,400.0,0.0,1.0,1.0,0.0,0.0,0.0,108959
1165,0.0,16157.0,5.0,7.0,1978.0,1978.0,2.0,4.0,3.0,4.0,5.0,680.0,1360.0,1.0,1432.0,0.0,1432.0,3.0,1.0,3.0,5.0,1978.0,1.0,2.0,588.0,180.0,6.0,1.0,0.0,0.0,0.0,194000
1166,79.0,9541.0,7.0,5.0,2009.0,2009.0,3.0,4.0,3.0,1.0,1.0,0.0,1502.0,1.0,1502.0,0.0,1502.0,3.0,0.0,0.0,5.0,2009.0,2.0,2.0,644.0,114.0,9.0,1.0,0.0,0.0,0.0,233170
1167,64.0,10475.0,8.0,5.0,2008.0,2008.0,3.0,4.0,3.0,3.0,1.0,0.0,1694.0,1.0,1694.0,0.0,1694.0,3.0,0.0,0.0,5.0,2008.0,2.0,3.0,776.0,33.0,2.0,1.0,0.0,0.0,0.0,245350
1168,58.0,10852.0,6.0,5.0,2000.0,2000.0,2.0,4.0,3.0,1.0,6.0,786.0,959.0,1.0,959.0,712.0,1671.0,2.0,1.0,3.0,5.0,2000.0,3.0,2.0,472.0,38.0,2.0,1.0,0.0,0.0,0.0,173000
1169,120.0,13728.0,6.0,7.0,1935.0,1986.0,2.0,3.0,3.0,1.0,3.0,626.0,1127.0,1.0,1236.0,872.0,2108.0,3.0,2.0,3.0,3.0,1935.0,1.0,2.0,540.0,0.0,7.0,1.0,0.0,0.0,0.0,235000
1170,118.0,35760.0,10.0,5.0,1995.0,1996.0,3.0,5.0,3.0,4.0,6.0,1387.0,1930.0,1.0,1831.0,1796.0,3627.0,3.0,1.0,3.0,5.0,1995.0,3.0,3.0,807.0,76.0,7.0,1.0,0.0,0.0,0.0,625000
1171,76.0,9880.0,6.0,6.0,1977.0,1977.0,2.0,3.0,3.0,3.0,5.0,522.0,1096.0,1.0,1118.0,0.0,1118.0,2.0,1.0,1.0,5.0,1977.0,3.0,1.0,358.0,0.0,7.0,1.0,0.0,0.0,0.0,171000
1172,76.0,9120.0,6.0,6.0,1958.0,1958.0,2.0,3.0,3.0,1.0,5.0,662.0,1261.0,1.0,1261.0,0.0,1261.0,2.0,1.0,3.0,5.0,1958.0,2.0,2.0,433.0,0.0,11.0,1.0,0.0,0.0,0.0,163000
1173,35.0,4017.0,7.0,5.0,2006.0,2007.0,3.0,4.0,3.0,1.0,1.0,0.0,625.0,1.0,625.0,625.0,1250.0,3.0,0.0,0.0,2.0,2006.0,3.0,2.0,625.0,54.0,3.0,0.0,0.0,0.0,0.0,171900
1174,138.0,18030.0,5.0,6.0,1946.0,1994.0,2.0,3.0,3.0,1.0,3.0,152.0,1598.0,1.0,1636.0,971.0,3086.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,200500
1175,80.0,16560.0,6.0,8.0,1932.0,1950.0,2.0,4.0,3.0,1.0,3.0,503.0,952.0,1.0,1170.0,1175.0,2345.0,2.0,1.0,4.0,2.0,1932.0,1.0,2.0,360.0,0.0,7.0,1.0,1.0,0.0,0.0,239000
1176,85.0,10678.0,8.0,5.0,1992.0,2000.0,3.0,4.0,3.0,1.0,6.0,700.0,1683.0,1.0,2129.0,743.0,2872.0,3.0,1.0,3.0,5.0,1992.0,3.0,2.0,541.0,33.0,4.0,1.0,0.0,0.0,0.0,285000
1177,37.0,6951.0,5.0,5.0,1984.0,1985.0,2.0,3.0,3.0,1.0,5.0,658.0,876.0,1.0,923.0,0.0,923.0,2.0,0.0,0.0,5.0,1984.0,1.0,1.0,264.0,0.0,10.0,1.0,0.0,0.0,0.0,119500
1178,0.0,3950.0,6.0,8.0,1926.0,2004.0,2.0,3.0,3.0,1.0,3.0,468.0,818.0,1.0,818.0,406.0,1224.0,2.0,0.0,0.0,2.0,1926.0,1.0,1.0,210.0,0.0,12.0,0.0,0.0,0.0,0.0,115000
1179,54.0,7681.0,5.0,6.0,1921.0,1950.0,2.0,3.0,3.0,1.0,1.0,0.0,731.0,1.0,820.0,523.0,1343.0,2.0,1.0,4.0,2.0,1921.0,1.0,1.0,186.0,0.0,7.0,1.0,1.0,0.0,0.0,154900
1180,77.0,8335.0,5.0,5.0,1954.0,1954.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1124.0,0.0,1124.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,1.0,0.0,0.0,0.0,93000
1181,0.0,11170.0,7.0,5.0,1990.0,1991.0,2.0,4.0,3.0,1.0,2.0,1216.0,1216.0,1.0,1298.0,1216.0,2514.0,2.0,0.0,0.0,5.0,1990.0,3.0,2.0,693.0,0.0,4.0,1.0,0.0,0.0,0.0,250000
1182,64.0,5587.0,8.0,5.0,2008.0,2008.0,4.0,5.0,3.0,4.0,6.0,1480.0,1600.0,1.0,1652.0,0.0,1652.0,3.0,1.0,4.0,5.0,2008.0,3.0,2.0,482.0,53.0,11.0,0.0,1.0,0.0,0.0,392500
1183,160.0,15623.0,10.0,5.0,1996.0,1996.0,3.0,5.0,3.0,3.0,6.0,2096.0,2396.0,1.0,2411.0,2065.0,4476.0,4.0,2.0,3.0,5.0,1996.0,3.0,3.0,813.0,78.0,7.0,1.0,0.0,0.0,0.0,745000
1184,60.0,10800.0,5.0,6.0,1920.0,1950.0,2.0,3.0,3.0,1.0,3.0,821.0,1120.0,1.0,1130.0,0.0,1130.0,2.0,1.0,4.0,2.0,1970.0,1.0,2.0,720.0,0.0,6.0,1.0,0.0,0.0,0.0,120000
1185,50.0,35133.0,5.0,4.0,1963.0,1963.0,2.0,3.0,3.0,4.0,3.0,1159.0,1572.0,1.0,1572.0,0.0,1572.0,2.0,2.0,3.0,4.0,1963.0,2.0,3.0,995.0,263.0,5.0,1.0,0.0,0.0,0.0,186700
1186,60.0,9738.0,5.0,7.0,1924.0,1950.0,2.0,3.0,3.0,1.0,4.0,392.0,784.0,1.0,949.0,272.0,1221.0,2.0,0.0,0.0,5.0,1965.0,1.0,1.0,392.0,0.0,3.0,1.0,0.0,0.0,0.0,104900
1187,107.0,10615.0,3.0,5.0,1900.0,1970.0,2.0,2.0,3.0,2.0,4.0,440.0,978.0,1.0,1014.0,685.0,1699.0,2.0,0.0,0.0,1.0,1920.0,1.0,2.0,420.0,74.0,8.0,1.0,0.0,0.0,0.0,95000
1188,89.0,12461.0,8.0,5.0,1994.0,1995.0,3.0,4.0,3.0,1.0,6.0,1456.0,1624.0,1.0,1624.0,0.0,1624.0,3.0,1.0,2.0,5.0,1994.0,2.0,3.0,757.0,114.0,7.0,1.0,0.0,0.0,0.0,262000
1189,68.0,8935.0,7.0,5.0,2002.0,2002.0,3.0,4.0,3.0,1.0,1.0,0.0,831.0,1.0,831.0,829.0,1660.0,3.0,0.0,0.0,5.0,2002.0,2.0,2.0,493.0,68.0,7.0,1.0,0.0,0.0,0.0,195000
1190,60.0,7500.0,7.0,5.0,1999.0,1999.0,2.0,3.0,3.0,1.0,1.0,0.0,994.0,1.0,1028.0,776.0,1804.0,3.0,1.0,3.0,5.0,1999.0,3.0,2.0,442.0,60.0,6.0,1.0,0.0,0.0,0.0,189000
1191,0.0,32463.0,4.0,4.0,1961.0,1975.0,2.0,3.0,3.0,3.0,4.0,1159.0,1249.0,1.0,1622.0,0.0,1622.0,2.0,1.0,3.0,4.0,1975.0,3.0,4.0,1356.0,0.0,3.0,1.0,0.0,0.0,0.0,168000
1192,24.0,2645.0,8.0,5.0,1999.0,2000.0,3.0,4.0,3.0,1.0,1.0,0.0,776.0,1.0,764.0,677.0,1441.0,3.0,0.0,0.0,2.0,1999.0,1.0,2.0,492.0,0.0,11.0,0.0,0.0,0.0,0.0,174000
1193,60.0,9600.0,5.0,8.0,1925.0,1994.0,2.0,3.0,3.0,2.0,1.0,0.0,702.0,1.0,842.0,630.0,1472.0,3.0,0.0,0.0,2.0,1925.0,1.0,1.0,250.0,0.0,7.0,0.0,0.0,0.0,0.0,125000
1194,0.0,4500.0,6.0,5.0,1999.0,1999.0,2.0,5.0,3.0,1.0,6.0,883.0,1224.0,1.0,1224.0,0.0,1224.0,2.0,0.0,0.0,5.0,1999.0,3.0,2.0,402.0,304.0,6.0,0.0,0.0,0.0,0.0,165000
1195,80.0,9364.0,6.0,7.0,1969.0,1969.0,2.0,3.0,3.0,1.0,5.0,371.0,663.0,1.0,663.0,689.0,1352.0,2.0,0.0,0.0,5.0,1969.0,3.0,1.0,299.0,36.0,3.0,1.0,0.0,0.0,0.0,158000
1196,51.0,8029.0,6.0,5.0,2005.0,2005.0,2.0,4.0,3.0,1.0,1.0,0.0,728.0,1.0,728.0,728.0,1456.0,3.0,0.0,0.0,5.0,2005.0,3.0,2.0,400.0,24.0,7.0,1.0,0.0,0.0,0.0,176000
1197,58.0,14054.0,7.0,5.0,2006.0,2006.0,3.0,4.0,3.0,3.0,1.0,0.0,879.0,1.0,879.0,984.0,1863.0,3.0,1.0,4.0,6.0,2006.0,3.0,3.0,660.0,17.0,11.0,1.0,0.0,0.0,0.0,219210
1198,65.0,8850.0,7.0,6.0,1916.0,1950.0,2.0,3.0,3.0,1.0,1.0,0.0,815.0,1.0,815.0,875.0,1690.0,2.0,1.0,4.0,2.0,1916.0,1.0,1.0,225.0,0.0,7.0,0.0,0.0,0.0,0.0,144000
1199,70.0,9100.0,7.0,5.0,2001.0,2001.0,3.0,4.0,3.0,1.0,1.0,0.0,1212.0,1.0,1212.0,0.0,1212.0,3.0,0.0,0.0,5.0,2001.0,2.0,2.0,573.0,0.0,6.0,1.0,0.0,0.0,0.0,178000
1200,75.0,11235.0,4.0,5.0,1963.0,1979.0,2.0,3.0,3.0,1.0,3.0,547.0,1051.0,1.0,1382.0,0.0,1382.0,2.0,1.0,1.0,5.0,1974.0,1.0,2.0,459.0,82.0,10.0,1.0,0.0,0.0,0.0,148000
1201,71.0,9353.0,4.0,5.0,1970.0,1970.0,2.0,3.0,3.0,1.0,1.0,0.0,864.0,1.0,864.0,0.0,864.0,2.0,0.0,0.0,5.0,1972.0,1.0,1.0,280.0,0.0,7.0,1.0,0.0,0.0,0.0,116050
1202,80.0,10400.0,7.0,5.0,1998.0,1998.0,2.0,4.0,3.0,3.0,1.0,0.0,866.0,1.0,866.0,913.0,1779.0,3.0,0.0,0.0,5.0,1998.0,2.0,2.0,546.0,36.0,3.0,1.0,0.0,0.0,0.0,197900
1203,50.0,6000.0,5.0,8.0,1925.0,1997.0,2.0,3.0,3.0,1.0,1.0,0.0,884.0,1.0,884.0,464.0,1348.0,2.0,1.0,2.0,2.0,1960.0,1.0,1.0,216.0,0.0,5.0,0.0,0.0,0.0,0.0,117000
1204,75.0,9750.0,7.0,5.0,2000.0,2001.0,3.0,4.0,3.0,1.0,1.0,0.0,1630.0,1.0,1630.0,0.0,1630.0,3.0,1.0,3.0,5.0,2000.0,1.0,2.0,451.0,234.0,10.0,1.0,0.0,0.0,0.0,213000
1205,78.0,10140.0,5.0,6.0,1975.0,1975.0,2.0,4.0,3.0,1.0,5.0,788.0,1056.0,1.0,1074.0,0.0,1074.0,2.0,0.0,0.0,5.0,1975.0,2.0,2.0,495.0,88.0,7.0,1.0,0.0,0.0,0.0,153500
1206,90.0,14684.0,7.0,7.0,1990.0,1991.0,3.0,4.0,3.0,2.0,5.0,485.0,2158.0,1.0,2196.0,0.0,2196.0,3.0,1.0,3.0,5.0,1990.0,2.0,3.0,701.0,70.0,6.0,1.0,0.0,0.0,0.0,271900
1207,0.0,8900.0,4.0,4.0,1966.0,1966.0,2.0,3.0,3.0,1.0,3.0,1056.0,1056.0,1.0,1056.0,0.0,1056.0,2.0,0.0,0.0,2.0,1966.0,1.0,1.0,384.0,42.0,11.0,0.0,0.0,0.0,0.0,107000
1208,70.0,9135.0,6.0,5.0,2003.0,2003.0,3.0,4.0,3.0,3.0,6.0,340.0,1682.0,1.0,1700.0,0.0,1700.0,3.0,0.0,0.0,5.0,2003.0,2.0,2.0,544.0,23.0,5.0,1.0,0.0,0.0,0.0,200000
1209,70.0,7763.0,5.0,7.0,1962.0,1980.0,2.0,3.0,3.0,1.0,3.0,504.0,931.0,1.0,1283.0,0.0,1283.0,2.0,0.0,0.0,2.0,1980.0,1.0,2.0,506.0,0.0,10.0,1.0,0.0,0.0,0.0,140000
1210,85.0,10182.0,8.0,5.0,2006.0,2006.0,3.0,5.0,3.0,2.0,6.0,1220.0,1660.0,1.0,1660.0,0.0,1660.0,3.0,1.0,4.0,5.0,2006.0,2.0,2.0,500.0,50.0,5.0,1.0,0.0,0.0,0.0,290000
1211,70.0,11218.0,6.0,5.0,1992.0,1992.0,3.0,4.0,3.0,1.0,1.0,0.0,1055.0,1.0,1055.0,790.0,1845.0,3.0,1.0,3.0,5.0,1992.0,2.0,2.0,462.0,104.0,5.0,1.0,0.0,0.0,0.0,189000
1212,152.0,12134.0,8.0,7.0,1988.0,2005.0,3.0,4.0,3.0,3.0,6.0,427.0,559.0,1.0,1080.0,672.0,1752.0,2.0,0.0,0.0,3.0,1988.0,2.0,2.0,492.0,12.0,6.0,1.0,0.0,0.0,0.0,164000
1213,50.0,9340.0,4.0,6.0,1941.0,1950.0,2.0,3.0,3.0,1.0,3.0,344.0,672.0,1.0,672.0,0.0,672.0,2.0,0.0,0.0,5.0,1941.0,1.0,1.0,234.0,113.0,8.0,1.0,0.0,0.0,0.0,113000
1214,0.0,10246.0,4.0,9.0,1965.0,2001.0,2.0,3.0,4.0,3.0,6.0,648.0,648.0,1.0,960.0,0.0,960.0,2.0,0.0,0.0,5.0,1965.0,1.0,1.0,364.0,0.0,5.0,1.0,0.0,0.0,0.0,145000
1215,69.0,10205.0,5.0,5.0,1962.0,1962.0,2.0,3.0,3.0,3.0,4.0,784.0,925.0,1.0,999.0,0.0,999.0,2.0,0.0,0.0,5.0,1962.0,1.0,1.0,300.0,72.0,5.0,1.0,0.0,0.0,0.0,134500
1216,99.0,7094.0,5.0,5.0,1966.0,1966.0,2.0,3.0,3.0,1.0,3.0,180.0,894.0,1.0,894.0,0.0,894.0,2.0,0.0,0.0,2.0,1966.0,2.0,1.0,384.0,0.0,5.0,1.0,0.0,0.0,0.0,125000
1217,68.0,8930.0,6.0,5.0,1978.0,1978.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1318.0,584.0,1902.0,2.0,0.0,0.0,5.0,1978.0,1.0,2.0,539.0,0.0,4.0,0.0,0.0,0.0,0.0,112000
1218,72.0,8640.0,8.0,5.0,2009.0,2009.0,3.0,4.0,3.0,2.0,6.0,936.0,1300.0,1.0,1314.0,0.0,1314.0,3.0,0.0,0.0,5.0,2009.0,2.0,2.0,552.0,112.0,9.0,0.0,0.0,0.0,0.0,229456
1219,52.0,6240.0,4.0,5.0,1947.0,1950.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,240.0,912.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,80500
1220,21.0,1680.0,6.0,5.0,1971.0,1971.0,2.0,3.0,3.0,1.0,1.0,0.0,672.0,1.0,672.0,546.0,1218.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,91500
1221,66.0,7800.0,5.0,5.0,1964.0,1964.0,2.0,3.0,3.0,1.0,3.0,312.0,912.0,1.0,912.0,0.0,912.0,2.0,0.0,0.0,5.0,1964.0,1.0,1.0,288.0,0.0,11.0,1.0,0.0,0.0,0.0,115000
1222,55.0,8250.0,5.0,5.0,1968.0,1968.0,2.0,3.0,3.0,1.0,4.0,250.0,952.0,1.0,1211.0,0.0,1211.0,2.0,1.0,3.0,5.0,1968.0,1.0,1.0,322.0,63.0,8.0,1.0,0.0,0.0,0.0,134000
1223,78.0,10496.0,6.0,6.0,1949.0,1950.0,2.0,3.0,3.0,2.0,3.0,196.0,1040.0,1.0,1168.0,678.0,1846.0,2.0,1.0,4.0,5.0,1949.0,1.0,1.0,315.0,0.0,1.0,1.0,0.0,0.0,0.0,143000
1224,89.0,10680.0,5.0,3.0,1951.0,1951.0,2.0,3.0,2.0,1.0,2.0,756.0,2136.0,0.0,2136.0,0.0,2136.0,2.0,0.0,0.0,2.0,1951.0,1.0,2.0,528.0,30.0,10.0,1.0,0.0,0.0,0.0,137900
1225,60.0,15384.0,7.0,5.0,2004.0,2005.0,3.0,4.0,3.0,3.0,6.0,724.0,788.0,1.0,788.0,702.0,1490.0,3.0,1.0,4.0,5.0,2004.0,3.0,2.0,388.0,75.0,2.0,1.0,0.0,0.0,0.0,184000
1226,65.0,10482.0,6.0,8.0,1958.0,1958.0,2.0,3.0,3.0,3.0,6.0,507.0,588.0,1.0,1138.0,0.0,1138.0,2.0,0.0,0.0,5.0,1958.0,2.0,1.0,264.0,0.0,6.0,1.0,0.0,0.0,0.0,145000
1227,86.0,14598.0,6.0,5.0,2007.0,2007.0,3.0,4.0,3.0,2.0,1.0,0.0,894.0,1.0,894.0,1039.0,1933.0,3.0,1.0,4.0,6.0,2007.0,3.0,3.0,668.0,18.0,1.0,1.0,0.0,0.0,0.0,214000
1228,72.0,8872.0,5.0,8.0,1965.0,2008.0,2.0,3.0,3.0,1.0,5.0,595.0,912.0,1.0,912.0,0.0,912.0,3.0,0.0,0.0,2.0,1992.0,1.0,2.0,576.0,240.0,12.0,1.0,0.0,0.0,0.0,147000
1229,65.0,8769.0,9.0,5.0,2008.0,2008.0,4.0,5.0,3.0,1.0,6.0,1540.0,1702.0,1.0,1702.0,0.0,1702.0,4.0,1.0,4.0,5.0,2008.0,3.0,3.0,1052.0,72.0,10.0,1.0,0.0,0.0,0.0,367294
1230,70.0,7910.0,5.0,5.0,1960.0,1960.0,2.0,3.0,3.0,1.0,5.0,666.0,1075.0,1.0,1507.0,0.0,1507.0,2.0,0.0,0.0,3.0,1960.0,1.0,1.0,404.0,0.0,8.0,1.0,0.0,0.0,0.0,127000
1231,0.0,18890.0,5.0,5.0,1977.0,1977.0,2.0,4.0,3.0,1.0,6.0,498.0,1361.0,1.0,1361.0,1259.0,2620.0,2.0,1.0,3.0,6.0,1977.0,2.0,2.0,600.0,24.0,8.0,1.0,0.0,0.0,0.0,190000
1232,70.0,7728.0,5.0,6.0,1962.0,1962.0,2.0,3.0,3.0,3.0,5.0,803.0,1106.0,1.0,1190.0,0.0,1190.0,2.0,0.0,0.0,5.0,1962.0,1.0,2.0,540.0,18.0,5.0,1.0,0.0,0.0,0.0,132500
